,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,14f,15f,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26
0,1.0,0.21789611876010892,0.9330717921257021,-0.596174418926239,1.1484782695770264,-1.0542696714401243,0.8504884839057921,1.660115361213684,-1.3151788711547852,0.6450591087341309,-1.325801372528076,2.276949405670166,1.8031108379364011,-1.630189061164856,-1.1619147062301636,2.395138740539551,-0.743183434009552,-0.3008835017681122,1.226331114768982,2.1041481494903564,-1.281571388244629,-0.3795758187770844,-0.5736824870109558,1.5391132831573486,1.5670461654663084,0.5053601861000061,-0.55522620677948,2.9613339900970455
1,1.0,1.569236159324646,1.686192512512207,-0.2226649224758148,0.485782265663147,-0.5446832776069641,-1.0542207956314087,0.05979744717478752,-0.015302429907023907,1.363171100616455,0.7542607188224792,-0.8604741692543029,-1.2084232568740845,-1.6818448305130005,-1.1619147062301636,-0.5990436673164368,0.8049107789993286,0.0647319108247757,1.226331114768982,-0.37188884615898127,0.09291288256645201,0.817891776561737,-0.5736824870109558,0.40731340646743774,0.3348340392112732,-0.24782909452915192,-0.7588299512863158,0.5633771419525145
2,0.0,-0.36069342494010925,1.7941744327545166,0.2647381126880646,-0.4722725450992584,-0.29234376549720764,-1.0542207956314087,-1.1504948139190672,1.4234043359756468,1.2700979709625244,0.7542607188224792,-1.03123939037323,1.912464618682861,-1.3214170932769775,-1.1619147062301636,-0.4067569077014923,1.3464970588684082,-0.2980992197990417,1.226331114768982,-1.1995110511779783,0.5390201210975647,-1.5906286239624023,-0.5736824870109558,-0.5436362028121948,-0.9374560117721555,-0.3003435432910919,-0.5232619643211365,-1.5063042640686035
3,1.0,-0.6911298632621765,-1.0638015270233154,-1.1982628107070923,0.6913306713104248,-1.0830161571502683,-1.0542207956314087,0.7691198587417601,-0.2807650566101074,-1.228811740875244,-1.325801372528076,1.5394718647003172,0.3189023435115814,0.6769182085990906,0.8606486320495604,1.473363161087036,0.05827021598815917,0.37172284722328186,1.226331114768982,-0.719277024269104,0.7412447333335875,0.48019483685493464,-0.5736824870109558,1.6984627246856687,2.43302845954895,-0.23930326104164124,0.9671552181243896,0.3362792432308197
4,0.0,-0.06743614375591278,-0.6367617845535278,-0.620165765285492,-0.06255065649747849,1.5887147188186643,-0.005983562208712101,-0.5953044295310974,-1.2389873266220093,0.33684402704238886,-1.325801372528076,-0.18151234090328217,-1.3293741941452026,0.8790867328643799,0.8606486320495604,-0.14356359839439392,-1.2939352989196775,-1.2228004932403564,-0.8154401183128357,-0.5528373718261719,-1.4184939861297607,-0.5629821419715881,1.7431232929229736,0.8818023800849913,0.002515836851671338,1.5609499216079712,-0.1507602334022522,-1.023889183998108
5,1.0,-0.6996429562568665,0.13337594270706177,0.9283647537231443,-0.5667081475257874,0.2770301401615143,0.8504884839057921,0.8640919923782349,0.5245639085769653,-1.379703402519226,-1.325801372528076,1.67512845993042,0.3882409632205963,0.4254327118396759,0.8606486320495604,1.1327149868011475,1.6567698717117307,-0.7302640676498413,-0.8154401183128357,-0.32614666223526,0.14790324866771698,0.03563761338591576,1.7431232929229736,0.12024937570095062,-0.28666070103645325,-0.3129640519618988,-0.431039035320282,0.3959296345710754
6,0.0,2.2047653198242188,0.2836205065250397,-0.2225772440433502,-2.7172634601593018,0.9965900778770447,-0.005983562208712101,0.8475616574287415,0.720876395702362,1.3500505685806274,0.7542607188224792,-0.7860106825828552,0.17272207140922546,-0.647371470928192,0.8606486320495604,-0.12430957704782485,0.5341164469718933,-1.6039761304855347,-0.8154401183128357,-0.4298069775104522,0.9515889286994934,1.0836076736450195,-0.5736824870109558,-0.44794133305549616,-0.42244222760200495,-0.3445318043231964,1.4929834604263303,0.03563709929585457
7,0.0,0.5206791162490845,0.7902089357376098,-0.22151800990104675,-0.04241885989904404,-0.5256733298301697,-0.005983562208712101,-0.03388013690710068,-0.4321974813938141,1.471762776374817,0.7542607188224792,0.5052654147148132,0.19746392965316767,-1.7225563526153564,-1.1619147062301636,1.1480917930603027,-0.14074134826660156,-0.314552366733551,1.226331114768982,0.8283398747444154,0.16492803394794464,0.09528988599777219,-0.5736824870109558,-0.28545624017715454,-0.4981611371040344,-0.32952064275741577,-0.0818760097026825,0.011045902036130428
8,0.0,-0.42129796743392944,-0.9658296704292296,-1.4992159605026243,-0.027410434558987617,-0.7522116303443908,-1.0542207956314087,-0.4703330099582672,-0.2175215780735016,-1.555876851081848,0.7542607188224792,-0.028164751827716827,-0.07117776572704315,0.4698333740234375,-1.1619147062301636,-1.0618221759796143,-1.195330262184143,0.522692084312439,1.226331114768982,-1.0398322343826292,-0.062076162546873086,-0.10468579083681107,-0.5736824870109558,-0.9205864071846008,-1.2279828786849976,-0.3491462171077728,-0.2571452856063843,-0.8841751217842102
9,0.0,0.2706538438796997,2.0191357135772705,0.39261898398399353,-0.7436031103134155,1.4230340719223022,0.8504884839057921,-0.21666885912418363,-1.5621601343154907,-0.8546837568283081,-1.325801372528076,-0.47318089008331293,0.940025806427002,0.8133604526519774,-1.1619147062301636,0.2444918155670166,1.3160775899887085,1.3286542892456055,1.226331114768982,0.8628373742103576,1.0508956909179688,-0.5820823907852173,1.7431232929229736,0.6713860034942627,-0.29887282848358154,-0.11339332908391953,-0.5358827710151672,0.8861056566238403
