,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,14f,15f,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,mass
4,0.0,-0.06743614375591278,-0.6367617845535278,-0.620165765285492,-0.06255065649747849,1.5887147188186643,-0.005983562208712101,-0.5953044295310975,-1.2389873266220095,0.33684402704238886,-1.325801372528076,-0.18151235580444333,-1.3293741941452026,0.8790867328643799,0.8606486320495604,-0.1435635983943939,-1.2939352989196775,-1.2228004932403564,-0.8154401183128357,-0.5528373718261719,-1.4184939861297607,-0.5629821419715881,1.7431232929229734,0.8818023800849915,0.0025158370845019813,1.5609499216079714,-0.1507602483034134,-1.0238890647888184,499.9999694824219
5,1.0,0.2420021444559097,1.7242363691329956,-0.6868187785148621,-0.19270907342433927,-0.5982964038848877,1.5746254920959473,-0.4890353083610535,0.7544826865196227,1.452710509300232,0.7542607188224792,-0.09221886843442915,1.0040663480758667,-0.4109361171722412,0.8606486320495604,0.6127065420150757,0.5844161510467529,0.9509747624397275,-0.8154401183128357,0.6714597940444946,1.7463705539703367,1.3635439872741697,-0.5736824870109559,-0.09178513288497922,-0.43178620934486395,-0.2517268657684326,-1.23634135723114,-0.5617147088050842,499.9999694824219
7,0.0,0.5206791162490845,0.7902089357376098,-0.22151800990104675,-0.04241885989904404,-0.5256733298301697,-0.005983562208712101,-0.03388013690710068,-0.4321974813938141,1.471762776374817,0.7542607188224792,0.505265474319458,0.19746392965316767,-1.7225563526153564,-1.1619147062301634,1.1480917930603027,-0.14074134826660156,-0.314552366733551,1.226331114768982,0.8283398747444154,0.16492803394794464,0.09528988599777219,-0.5736824870109559,-0.2854562401771545,-0.4981611669063569,-0.32952064275741577,-0.0818760171532631,0.011045901104807854,499.9999694824219
10,1.0,0.8575144410133363,0.016217855736613274,1.4025564193725586,-0.5080485939979553,-1.159298300743103,-0.005983562208712101,-1.517018437385559,-0.5658944845199584,-1.3229378461837769,0.7542607188224792,-1.0618989467620847,-0.350460946559906,0.4253714978694916,-1.1619147062301634,-0.4223129153251648,0.7070038914680481,-0.455439418554306,-0.8154401183128357,0.2455079257488251,0.5931372046470642,-0.8832087516784668,1.7431232929229734,0.08513467013835907,-0.3803053498268128,1.1416112184524536,-0.7359991073608398,-1.1896750926971438,499.9999694824219
15,0.0,-0.7826576232910157,-0.4063365459442138,1.1059261560440063,-0.13504710793495178,-0.8973993062973022,-0.005983562208712101,0.19217923283576963,-0.6742984652519226,-1.505853533744812,0.7542607188224792,0.25207802653312683,0.1231854483485222,-0.1549466103315353,-1.1619147062301634,0.18448172509670255,0.5485028624534608,0.8537700176239013,-0.8154401183128357,0.23823995888233185,1.1187331676483154,0.2263034582138061,-0.5736824870109559,0.6065080761909485,-0.5595781207084655,0.2651761770248413,-0.4884382784366609,-0.30028635263442993,499.9999694824219
18,1.0,-0.11697021126747133,1.4197432994842527,0.20820491015911105,-2.1613285541534424,-1.578641057014465,-1.0542207956314087,-0.6475018858909608,0.3186408281326294,1.0844204425811768,0.7542607188224792,-0.4982555210590363,0.5258806943893434,-1.1412309408187866,0.8606486320495604,-0.6867051124572754,1.3074060678482056,-0.7230014204978944,-0.8154401183128357,-1.2048733234405515,1.7089223861694336,0.4310409426689148,-0.5736824870109559,-0.5704445242881775,-0.6022468805313111,-0.3656371533870697,-0.575531005859375,-1.2325530052185059,499.9999694824219
21,1.0,-0.8791088461875916,-0.3255105018615722,-1.4318130016326904,-0.12606050074100494,-0.36870649456977844,0.8504884839057921,0.1806726008653641,0.239785760641098,-0.12522579729557037,0.7542607188224792,0.6978797912597656,1.8859219551086424,1.2640935182571411,0.8606486320495604,0.5406982302665709,1.1585192680358887,-1.6911940574645996,-0.8154401183128357,1.138613224029541,0.9772390127182006,1.3312269449234009,-0.5736824870109559,-0.7209018468856812,-0.4753967523574829,-0.36236849427223206,-0.1225687935948372,0.425009399652481,499.9999694824219
23,1.0,-0.3738574981689453,-0.7276215553283693,0.4881178736686707,0.9818366765975952,-0.18539755046367645,0.8504884839057921,0.8507655262947083,-1.364863872528076,-1.6695404052734375,0.7542607188224792,0.5993736982345581,2.2439606189727783,-0.1376182734966278,-1.1619147062301634,1.3209762573242188,-1.4724776744842527,1.4009002447128296,1.226331114768982,0.5641810297966003,-1.4129866361618042,0.9948942065238952,-0.5736824870109559,-1.6834861040115356,-0.4614417552947999,0.8705843091011046,1.184638261795044,2.2004828453063965,499.9999694824219
25,1.0,-0.1930038183927536,-0.9008429050445556,1.0808209180831907,-0.6693559288978577,1.607945203781128,-1.0542207956314087,-0.6929437518119812,0.0880071148276329,-0.1101652979850769,-1.325801372528076,-1.0254606008529663,-0.0793914794921875,-1.2128732204437258,0.8606486320495604,-2.010862350463867,-0.7862353920936584,-0.8111016154289244,1.226331114768982,-1.3226771354675293,-0.02870061807334423,0.7136620879173279,-0.5736824870109559,-0.4750162959098817,-0.4732318818569183,-0.3438315689563751,-1.116562843322754,-1.2061793804168701,499.9999694824219
27,0.0,0.14633557200431824,1.5421915054321287,0.38742589950561523,0.9276111125946046,0.6224950551986694,1.5746254920959473,-0.455314040184021,0.1479063183069229,-1.0118820667266843,-1.325801372528076,0.151866152882576,-0.4152161777019501,-1.4418097734451292,-1.1619147062301634,0.6147299408912658,-0.20274879038333887,-0.2353460043668747,1.226331114768982,0.7324249148368835,0.3530504107475281,-1.503128170967102,-0.5736824870109559,-0.3071057200431824,-0.307434469461441,-0.21858632564544678,-0.6148553490638733,0.5001310706138611,499.9999694824219
38,0.0,-0.12292753905057907,-0.48115935921669,-0.5506030321121217,-1.819527506828308,1.1850517988204956,-0.005983562208712101,-1.1690905094146729,-1.078853726387024,-1.553429126739502,0.7542607188224792,-0.8937996029853821,2.1922547817230225,0.1891693621873856,-1.1619147062301634,-0.44384053349494923,-0.7472818493843078,1.0769764184951782,1.226331114768982,0.2427252680063248,-1.648516297340393,0.010325451381504536,-0.5736824870109559,-0.043174229562282555,-0.2302888482809067,-0.3062134087085724,-0.8524410128593444,0.3707117438316345,499.9999694824219
40,1.0,0.5401321649551392,0.13147801160812378,1.2177716493606567,0.2595691680908203,0.33126020431518555,1.5746254920959473,-1.0419880151748655,-1.3800709247589111,1.5143383741378786,-1.325801372528076,-0.648047924041748,-0.5882461667060852,0.7411283254623412,0.8606486320495604,0.06045551598072053,-1.680699586868286,-1.560030817985535,-0.8154401183128357,0.5653741359710693,1.054288387298584,-0.034172020852565765,-0.5736824870109559,0.39765727519989,-0.306644082069397,2.2977960109710693,-0.5273083448410034,-0.07352346181869507,499.9999694824219
45,0.0,-1.4897539615631104,0.1963352262973785,-0.4735511541366577,-0.08956902474164961,0.9476208090782164,-1.0542207956314087,-1.210124135017395,-1.2368634939193726,-0.4234775006771088,-1.325801372528076,-0.8605802655220031,-1.5694371461868286,1.6816518306732176,0.8606486320495604,-0.39949920773506165,-0.6747507452964783,0.7990988492965697,1.226331114768982,-0.324738472700119,-0.20003890991210938,-0.8592066168785094,-0.5736824870109559,-0.34706783294677734,-0.39979034662246704,-0.3337794542312622,-0.644822359085083,-1.4335255622863767,499.9999694824219
47,0.0,-1.282999873161316,-1.2325721979141235,1.7055772542953491,0.9938665032386782,1.0087028741836546,1.5746254920959473,-0.8231793642044068,-1.0167382955551147,-0.6979871392250061,-1.325801372528076,-0.6144133806228637,-1.620839476585388,-0.8385075330734254,-1.1619147062301634,0.1355913281440735,-0.17566147446632385,-0.43814086914062494,1.226331114768982,0.37415838241577143,-1.389983654022217,1.330962300300598,-0.5736824870109559,0.5325272083282471,-0.4021454155445098,-0.3454180359840393,-0.007558959070593119,-0.6783102750778199,499.9999694824219
54,1.0,0.662368893623352,-0.7681641578674318,-1.4830323457717893,-2.493230819702149,0.8672972917556762,-1.0542207956314087,-1.464798092842102,-0.35295349359512324,0.5399730205535889,0.7542607188224792,-1.2689105272293093,0.3013269901275635,-0.889137864112854,0.8606486320495604,-0.6127596497535706,1.0196856260299683,0.7697449922561646,-0.8154401183128357,-0.5785858631134033,0.5903690457344055,-0.12141503393650055,-0.5736824870109559,-0.6165667772293091,-0.8594222664833069,-0.3480603098869324,-0.8926441073417662,-1.2506113052368164,499.9999694824219
69,0.0,0.14086493849754333,-0.10773685574531555,-1.2242170572280884,-0.9548641443252563,1.4336692094802856,-0.005983562208712101,-1.2348864078521729,0.7817358374595642,0.8618841171264648,0.7542607188224792,-0.9595847725868224,-0.019830083474516865,-0.17342284321784973,0.8606486320495604,-1.365155458450317,1.4398599863052368,-0.7611399292945862,-0.8154401183128357,-0.7461688518524172,1.3751282691955566,1.415159821510315,-0.5736824870109559,-0.6899816393852234,-0.331584095954895,-0.3379507660865784,-0.5637174248695374,-1.3790599107742307,499.9999694824219
75,0.0,1.111125111579895,0.5027896761894226,-1.1794766187667847,0.8243848681449889,-0.7726770639419556,-1.0542207956314087,0.1325514018535614,0.2676990628242493,1.0235973596572878,0.7542607188224792,0.6046354770660402,-0.4773666560649873,0.6779933571815491,-1.1619147062301634,-2.0893516540527344,1.7400149106979368,-0.8802925348281859,-0.8154401183128357,-1.6698185205459595,-0.3617245852947235,-0.3154946267604828,1.7431232929229734,1.8328011035919185,0.9164827466011048,0.927070379257202,0.93672376871109,-0.037961311638355255,499.9999694824219
